178.16.54.141,04/26/26 15:41:34,SMTP-IN,82263EDB47444987915DF2951796C212.MAI,1892,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 17:01:52,SMTP-IN,703795F9500641DC93A7B8AB69EFC674.MAI,1772,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 02:07:04,SMTP-IN,DD87F96E7AF34B0B8B3B61858EC8BA24.MAI,1316,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 18:22:03,SMTP-IN,20BFF25A7B82495CB51B7FDEE52D974D.MAI,2012,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 03:27:38,SMTP-IN,E29BAE8C19064583A7C2050A2B6F6856.MAI,1332,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 15:01:04,SMTP-IN,F93058FA49344BC6A5846FC4CF6AF94B.MAI,1500,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 04:47:43,SMTP-IN,213ED1344D3A49FCB6D98B2BEFB8358C.MAI,1580,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 08:51:38,SMTP-IN,716128EE41DF419BB19323C9F018FDF4.MAI,1836,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 12:17:35,SMTP-IN,89BC37E301384805B60FA4C0778312A0.MAI,1872,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 10:16:25,SMTP-IN,9CFED975ADCE46CF9636B250A1304F69.MAI,1912,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 06:08:54,SMTP-IN,0BF8D0CE62C242EB946A8D312FA8BA41.MAI,1604,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 08:09:41,SMTP-IN,8C8352621A554724AE17C4CF4BD8029E.MAI,1632,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 14:20:11,SMTP-IN,4383275194BE42D9A8DE6F7E9764924D.MAI,1768,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 07:28:47,SMTP-IN,FEDECB10BEB64D76AF6260A943B1EFF1.MAI,1768,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 04:06:01,SMTP-IN,7103DB9E77A64D04B6BE65DAF89A0E18.MAI,1524,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 00:42:34,SMTP-IN,AE187EE4534A4FE9B12CE9EE70B1C822.MAI,1700,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 09:35:15,SMTP-IN,69809EFE2FC24E21B211031DB08A449B.MAI,1856,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 19:40:09,SMTP-IN,9209A3C04DA14706917F021E379A290C.MAI,2008,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 12:58:08,SMTP-IN,AA2FDB7E7DDF4A9CB90E5EC7250CDF99.MAI,1588,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 16:21:58,SMTP-IN,BBDA56C46A874BE29FD921574256247C.MAI,1752,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 02:48:25,SMTP-IN,F7A86A16B56A414D9A7F1CAB4791FB75.MAI,1604,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 17:42:00,SMTP-IN,A9DB21A4E078478187C1AA4234C34A64.MAI,1400,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 10:56:54,SMTP-IN,4E82F0CCC5324B1A8AA4195E352439DA.MAI,1836,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 05:28:25,SMTP-IN,B7C1A4E835DB4E0C831E58729AB651DF.MAI,1556,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 11:37:16,SMTP-IN,E571BFEA0ABB4510886F7C8051CA98FD.MAI,1920,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 13:39:28,SMTP-IN,FF7239C6E420422FA6FBF05CCB407860.MAI,1356,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 06:49:03,SMTP-IN,653426C85EB84F2CB209B8690E0078BB.MAI,1732,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 01:24:54,SMTP-IN,B9AD86B856904DD39AE4B801CEAF87CC.MAI,1588,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
178.16.54.141,04/26/26 19:01:15,SMTP-IN,BA169531B0884CD1A1138C603CB353E4.MAI,1892,178.16.54.141,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 03:15:26,SMTP-IN,52DEE474A83F49D09F3E59A4D0EC5995.MAI,1536,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 13:49:59,SMTP-IN,92E911E7BD29468793237E4A151C8974.MAI,1540,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 01:19:59,SMTP-IN,D3B2DD60DCB64FB0982AE1082FDD07E9.MAI,1676,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 13:05:33,SMTP-IN,5ABA78FFC6434743B30FE9D5FA9F6C5A.MAI,1956,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 12:12:14,SMTP-IN,DA945E1CD0A143DFB3359C8B415FEDAA.MAI,1872,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 16:33:05,SMTP-IN,47E6C14B3386437B98AE7FD80A73943B.MAI,1828,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 19:30:27,SMTP-IN,94EC1EC8B6AA4D07A067D2EF95D1D5C3.MAI,1512,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 02:08:38,SMTP-IN,CC4B76F6E3DD4D5384CA6B6F7283F943.MAI,1404,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 18:37:42,SMTP-IN,3FF176FF39564469B9DB9CE4E9D2CD8D.MAI,1892,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 01:42:21,SMTP-IN,6E371D8B5BD14CA897D5069E379FB1F1.MAI,1732,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 02:39:01,SMTP-IN,FEE9FF41AA134AB7B6FB037DDFF28820.MAI,1524,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 15:33:38,SMTP-IN,98573798717A4858854AC919350B30E8.MAI,1464,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 08:35:16,SMTP-IN,2ACCC5CA72C24B4CB5DD2BA34D3F842E.MAI,1860,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 07:48:07,SMTP-IN,D79624FC08CF43878E03E4BFC5E53727.MAI,1624,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 03:54:10,SMTP-IN,5D67BC18031F48549390CAF5C7239899.MAI,1376,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 07:00:33,SMTP-IN,9C6E958FA3BA47F9A70E9AF50BB62A31.MAI,1484,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 11:11:04,SMTP-IN,1629E108FCF04A77AEFED3EE31228A9B.MAI,1936,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 09:23:39,SMTP-IN,86771C0AF2644560A21DE51911135D09.MAI,1376,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 17:35:16,SMTP-IN,40586BD38E1B49C7B3F622169AFD00B7.MAI,2020,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 10:14:17,SMTP-IN,FCE87D7620C74C5196CDA36247B995A2.MAI,1928,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 14:38:41,SMTP-IN,CECB71E8596640D3B304EDFCA623FFEF.MAI,1516,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 04:44:32,SMTP-IN,D4659296DA854864B580DB5122315A5F.MAI,1468,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
77.83.39.134,04/26/26 05:49:39,SMTP-IN,26C3DC42B951417D8A61BCC5E9255B7F.MAI,1704,77.83.39.134,AUTH,AUTH LOGIN,500 Syntax error, command unrecognized.,41,12,,
147.185.132.82,04/26/26 01:56:58,SMTP-IN,A02944CCDE2A44DB8BF673FB52364D9B.MAI,1404,147.185.132.82,UNKN,GET / HTTP/1.1,503 Bad sequence of commands,121,219,,
147.185.132.82,04/26/26 01:56:58,SMTP-IN,A02944CCDE2A44DB8BF673FB52364D9B.MAI,1404,147.185.132.82,UNKN,Host: 46.31.77.212:587,503 Bad sequence of commands,30,0,,
147.185.132.82,04/26/26 01:56:58,SMTP-IN,A02944CCDE2A44DB8BF673FB52364D9B.MAI,1404,147.185.132.82,UNKN,User-Agent: Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity,503 Bad sequence of commands,30,0,,
137.184.51.224,04/26/26 05:10:49,SMTP-IN,D3C481489FDB45B6890505BB9512723E.MAI,1320,137.184.51.224,UNKN,GET / HTTP/1.1,503 Bad sequence of commands,121,612,,
137.184.51.224,04/26/26 05:10:49,SMTP-IN,D3C481489FDB45B6890505BB9512723E.MAI,1320,137.184.51.224,UNKN,Connection: keep-alive,503 Bad sequence of commands,30,0,,
137.184.51.224,04/26/26 05:10:49,SMTP-IN,D3C481489FDB45B6890505BB9512723E.MAI,1320,137.184.51.224,UNKN,Host: 46.31.77.212,503 Bad sequence of commands,30,0,,
185.169.4.164,04/26/26 15:50:47,SMTP-IN,6F15CC4265074BA1AB8B76AC38C63ABC.MAI,1752,185.169.4.164,RCPT,RCPT to:<spameri@tiscali.it>,503 This mail server requires authentication when attempting to send to a non-local e-mail address. Please check your mail client settings or contact your administrator to verify that the domain or address is defined for this server.,235,30,,
185.169.4.29,04/26/26 19:31:00,SMTP-IN,CCAAFE9A03254F86A413E482B686E23F.MAI,1728,185.169.4.29,RCPT,RCPT to:<spameri@tiscali.it>,503 This mail server requires authentication when attempting to send to a non-local e-mail address. Please check your mail client settings or contact your administrator to verify that the domain or address is defined for this server.,235,30,,
141.11.187.142,2026-04-25,03:14:58.78,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:28:48.63,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:43:39.13,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:27:53.77,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:41:37.83,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:55:56.00,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:04:34.12,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:47:23.61,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:07:10.79,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:37:18.79,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:23:35.06,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:33:01.66,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:42:50.48,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:18:26.50,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:21:01.63,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:02:00.10,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:39:01.38,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:31:26.37,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:26:14.09,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:55:05.29,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:56:46.37,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:29:36.44,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:34:46.77,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:09:46.35,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:46:17.66,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:40:13.88,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:33:57.73,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:27:54.57,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:54:10.62,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:57:41.83,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:11:28.82,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:32:16.46,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:36:44.26,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:35:53.43,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:40:45.36,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:52:26.46,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,05:04:26.39,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:21:50.65,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:14:04.43,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:33:15.56,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:42:00.49,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:38:26.07,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:30:34.28,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:35:37.01,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:10:39.20,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:27:07.36,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:24:26.84,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:38:11.26,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:58:34.47,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:08:54.87,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:34:56.57,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:48:05.29,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:39:25.31,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:53:21.04,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:03:44.92,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:36:28.47,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:44:41.40,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:22:42.07,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:01:10.10,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:39:52.48,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:59:22.20,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:32:10.17,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:20:11.61,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:50:43.49,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:06:19.55,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:25:20.89,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:08:04.54,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:37:34.19,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:05:29.59,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:29:38.56,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:19:15.91,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:17:40.45,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:28:48.53,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:51:33.13,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:49:48.78,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:45:28.66,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:31:19.35,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:13:14.08,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:30:32.72,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:15:50.15,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:34:07.22,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:02:55.30,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,03:16:39.85,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
141.11.187.142,2026-04-25,02:48:53.76,Logon,,,,,,,Login,failed,for,user,'sa'.,Reason:,Password,did,not,match,that,for,the,login,provided.
